Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history,Value Clean,Season,League
Roberto Firmino,131789,€4.50m,"Dec 30, 2025","Oct 2, 1991",34,1.81,Brazil,['Brazil'],Centre-Forward,"                    0
0      Second Striker
1  Attacking Midfield",Al-Sadd,,,"Jul 23, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4500000.0,22/23,EPL
Gustavo Scarpa,330085,€5.00m,"Mar 12, 2026","Jan 5, 1994",32,1.77,Brazil,[],Attacking Midfield,,Atlético-MG,,,"Jan 11, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,22/23,EPL
Lewis O'Brien,560694,€6.00m,"Mar 3, 2026","Oct 14, 1998",27,1.73,England,[],Central Midfield,,Wrexham,,,"Jul 24, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,22/23,EPL
Sam Surridge,398402,€8.00m,"Dec 11, 2025","Jul 28, 1998",27,1.9,England,[],Centre-Forward,,Nashville,,,"Jul 25, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,22/23,EPL
Jack Wadham,733434,,,"Feb 25, 2003",23,1.83,England,[],Midfield,,Sutton Utd,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Lewis Cook,249089,€13.00m,"Dec 9, 2025","Feb 3, 1997",29,1.75,England,[],Central Midfield,,Bournemouth,,,"Jul 8, 2016","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",13000000.0,22/23,EPL
Nathan Butler-Oyedeji,638964,€800k,"Dec 29, 2025","Jan 4, 2003",23,1.77,England,['England'],Centre-Forward,"              0
0  Right Winger
1   Left Winger",Lausanne-Sport,,,"Jul 2, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,22/23,EPL
Cameron Archer,533662,€8.00m,"Mar 3, 2026","Dec 9, 2001",24,1.75,England,[],Centre-Forward,,Southampton,,,"Aug 16, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,22/23,EPL
Archie Gray,922693,€35.00m,"Dec 9, 2025","Mar 12, 2006",20,1.87,England,"['England', 'Scotland']",Central Midfield,"                    0
0          Right-Back
1  Defensive Midfield",Tottenham,,,"Jul 2, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,22/23,EPL
Luke Ayling,67420,€400k,"Dec 3, 2025","Aug 25, 1991",34,1.83,England,['England'],Right-Back,"             0
0  Centre-Back",Middlesbrough,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,22/23,EPL
Mark Travers,357658,€4.00m,"Dec 9, 2025","May 18, 1999",26,1.91,Ireland,['Ireland'],Goalkeeper,,Everton,,,"Jul 15, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,22/23,EPL
Wilfried Zaha,145988,€4.00m,"Dec 11, 2025","Nov 10, 1992",33,1.8,Cote d'Ivoire,"['England', ""Cote d'Ivoire""]",Left Winger,"                0
0    Right Winger
1  Centre-Forward",Charlotte,,,"Jan 31, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,22/23,EPL
Carney Chukwuemeka,659459,€20.00m,"Mar 20, 2026","Oct 20, 2003",22,1.88,Austria,"['England', 'Austria']",Central Midfield,"                    0
0  Attacking Midfield",Dortmund,,,"Aug 26, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,22/23,EPL
Cheikhou Kouyaté,66934,€100k,"Apr 9, 2026","Dec 21, 1989",36,1.89,Senegal,[],Defensive Midfield,,Without Club,Amed SK,"Jan 27, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,22/23,EPL
Dean Henderson,258919,€28.00m,"Dec 9, 2025","Mar 12, 1997",29,1.88,England,['England'],Goalkeeper,,Crystal Palace,,,"Aug 31, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",28000000.0,22/23,EPL
Robin Koch,328784,€15.00m,"Dec 19, 2025","Jul 17, 1996",29,1.92,Germany,['Germany'],Centre-Back,"                    0
0  Defensive Midfield",Frankfurt,,,"Jul 1, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,22/23,EPL
Fábio Carvalho,559263,€10.00m,"Mar 9, 2026","Aug 30, 2002",23,1.7,Portugal,[],Attacking Midfield,,Brentford,,,"Aug 12, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,22/23,EPL
Hugo Bueno,698678,€12.00m,"Mar 9, 2026","Sep 18, 2002",23,1.8,Spain,[],Left-Back,,Wolves,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,22/23,EPL
Sékou Mara,557612,€4.00m,"Dec 15, 2025","Jul 30, 2002",23,1.83,France,"['France', 'Senegal']",Centre-Forward,,AJ Auxerre,,,"Sep 5, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,22/23,EPL
Facundo Buonanotte,983989,€16.00m,"Mar 9, 2026","Dec 23, 2004",21,1.74,Argentina,"['Argentina', 'Italy']",Attacking Midfield,"                0
0    Right Winger
1  Right Midfield",Leeds,,,"Jan 15, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",16000000.0,22/23,EPL
Antef Tsoungui,503858,€800k,"Mar 19, 2026","Dec 30, 2002",23,1.85,Belgium,[],Centre-Back,,Estoril,,,"Sep 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,22/23,EPL
Sam Greenwood,532178,€2.50m,"Mar 26, 2026","Jan 26, 2002",24,1.8,England,['England'],Attacking Midfield,"                0
0     Left Winger
1  Centre-Forward",Pogon Szczecin,,,"Aug 27, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,22/23,EPL
Lucas Paquetá,444523,€35.00m,"Dec 9, 2025","Aug 27, 1997",28,1.8,Brazil,[],Attacking Midfield,,Flamengo,,,"Jan 28, 2026","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,22/23,EPL
Wout Weghorst,228645,€2.50m,"Mar 11, 2026","Aug 7, 1992",33,1.97,Netherlands,[],Centre-Forward,,Ajax,,,"Aug 29, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,22/23,EPL
João Palhinha,257455,€18.00m,"Mar 9, 2026","Jul 9, 1995",30,1.9,Portugal,[],Defensive Midfield,,Tottenham,,,"Aug 3, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,22/23,EPL
Tom McGill,406556,€500k,"Dec 9, 2025","Mar 25, 2000",26,1.85,Canada,[],Goalkeeper,,Brighton,,,"Jul 29, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,EPL
Esapa Osong,921532,€150k,"Dec 10, 2025","Sep 21, 2004",21,,England,"['England', 'Cameroon']",Centre-Forward,,Fleetwood,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",150000.0,22/23,EPL
Mikkel Damsgaard,540941,€30.00m,"Dec 9, 2025","Jul 3, 2000",25,1.8,Denmark,[],Attacking Midfield,,Brentford,,,"Aug 10, 2022","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,22/23,EPL
Steven Sessegnon,406558,€300k,"Nov 26, 2025","May 18, 2000",25,1.75,England,['England'],Right-Back,"           0
0  Left-Back",Wigan,,,"Aug 26, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,EPL
Vladimír Coufal,157672,€2.70m,"Dec 19, 2025","Aug 22, 1992",33,1.74,Czech Republic,"['CSSR', 'Czech Republic']",Right-Back,"                0
0  Right Midfield",Hoffenheim,,,"Aug 5, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2700000.0,22/23,EPL
Dejan Kulusevski,431755,€35.00m,"Mar 9, 2026","Apr 25, 2000",25,1.86,Sweden,"['North Macedonia', 'Sweden']",Attacking Midfield,"                  0
0      Right Winger
1  Central Midfield",Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,22/23,EPL
Danny Ings,134294,€2.50m,"Mar 3, 2026","Jul 23, 1992",33,1.77,England,[],Centre-Forward,,Sheff Utd,,,"Aug 27, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,22/23,EPL
Cédric Soares,112988,€600k,"Mar 12, 2026","Aug 31, 1991",34,1.71,Portugal,[],Right-Back,,São Paulo,,,"Jan 29, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",600000.0,22/23,EPL
Weston McKennie,332697,€30.00m,"Mar 24, 2026","Aug 28, 1998",27,1.85,United States,['United States'],Central Midfield,"                    0
0      Right Midfield
1  Attacking Midfield",Juventus,,,"Jul 1, 2021","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,22/23,EPL
Charles Sagoe Jr,796037,€300k,"Dec 17, 2025","Jul 24, 2004",21,1.7,England,"['England', 'Ghana']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Kalmar FF,,,"Feb 10, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,EPL
Caoimhín Kelleher,340918,€25.00m,"Mar 9, 2026","Nov 23, 1998",27,1.88,Ireland,[],Goalkeeper,,Brentford,,,"Jul 1, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,EPL
Jack Stephens,163744,€1.20m,"Dec 3, 2025","Jan 27, 1994",32,1.85,England,['England'],Centre-Back,"                    0
0  Defensive Midfield
1          Right-Back",Southampton,,,"Jul 1, 2013","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1200000.0,22/23,EPL
Liam Cooper,75067,€300k,"Oct 21, 2025","Aug 30, 1991",34,1.86,Scotland,[],Centre-Back,,Sheff Wed,,,"Nov 17, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,EPL
Hakim Ziyech,217111,€2.50m,"Mar 25, 2026","Mar 19, 1993",33,1.8,Morocco,"['Morocco', 'Netherlands']",Right Winger,"                    0
0  Attacking Midfield",Wydad AC,,,"Oct 23, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,22/23,EPL
Pedro Porro,553875,€40.00m,"Dec 9, 2025","Sep 13, 1999",26,1.73,Spain,[],Right-Back,,Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",40000000.0,22/23,EPL
Willy Caballero,19948,,,"Sep 28, 1981",44,1.86,Argentina,"['Argentina', 'Spain']",Goalkeeper,,Retired,Southampton,"Jul 1, 2023",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Tyrese Francois,528888,€275k,"Nov 26, 2025","Jul 16, 2000",25,1.73,Australia,[],Central Midfield,,Wigan,,,"Jul 19, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",275000.0,22/23,EPL
Abdul Rahman Baba,224884,€2.00m,"Dec 12, 2025","Jul 2, 1994",31,1.79,Ghana,['Ghana'],Left-Back,"               0
0  Left Midfield",PAOK,,,"Jul 10, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,EPL
Will Dennis,582078,€350k,"Dec 9, 2025","Jul 10, 2000",25,1.88,England,['England'],Goalkeeper,,Leyton Orient,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",350000.0,22/23,EPL
Ben Greenwood,646333,,,"Mar 26, 2002",24,1.7,Ireland,[],Left-Back,,Gosport Borough,,,"Nov 18, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Harry Wilson,279455,€25.00m,"Mar 9, 2026","Mar 22, 1997",29,1.73,Wales,"['England', 'Wales']",Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Fulham,,,"Jul 24, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,EPL
Eldin Jakupović,2857,,,"Oct 2, 1984",41,1.91,Switzerland,[],Goalkeeper,,Chattanooga FC,,,"Nov 14, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Emerson Royal,476344,€7.00m,"Mar 12, 2026","Jan 14, 1999",27,1.83,Brazil,['Brazil'],Right-Back,"                0
0  Right Midfield
1     Centre-Back",Flamengo,,,"Jul 26, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,22/23,EPL
Kamaldeen Sulemana,746695,€18.00m,"Dec 23, 2025","Feb 15, 2002",24,1.75,Ghana,['Ghana'],Left Winger,"                0
0  Centre-Forward
1    Right Winger",Atalanta,,,"Jul 2, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,22/23,EPL
Lewis Payne,744131,,,"May 30, 2004",21,1.78,England,[],Right-Back,,Morecambe FC,,,"Sep 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Lukasz Fabianski,29692,€250k,"Dec 9, 2025","Apr 18, 1985",40,1.9,Poland,[],Goalkeeper,,West Ham,,,"Sep 10, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,22/23,EPL
Tyrick Mitchell,730893,€25.00m,"Dec 9, 2025","Sep 1, 1999",26,1.81,England,[],Left-Back,,Crystal Palace,,,"Jul 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,EPL
Lucas Moura,77100,€2.50m,"Dec 10, 2025","Aug 13, 1992",33,1.72,Brazil,[],Right Winger,,São Paulo,,,"Aug 2, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,22/23,EPL
Keinan Davis,412660,€9.00m,"Mar 24, 2026","Feb 13, 1998",28,1.89,England,[],Centre-Forward,,Udinese,,,"Sep 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",9000000.0,22/23,EPL
Alex Gibson-Hammond,646209,,,"Nov 10, 2002",23,1.78,England,[],Right Midfield,,Cheshunt,,,"Nov 2, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Diogo Jota,340950,,,"Dec 4, 1996",1996,1.78,Portugal,[],Left Winger,,,,,,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Marc Guéhi,392757,€65.00m,"Mar 9, 2026","Jul 13, 2000",25,1.82,England,[],Centre-Back,,Man City,,,"Jan 19, 2026","Jun 30, 2031",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",65000000.0,22/23,EPL
Anthony Knockaert,149237,,,"Nov 20, 1991",34,1.72,France,[],Right Winger,,Mouscron,,,"Jul 11, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,EPL
Ethan Ampadu,392771,€25.00m,"Mar 9, 2026","Sep 14, 2000",25,1.82,Wales,"['England', 'Wales']",Defensive Midfield,"             0
0  Centre-Back",Leeds,,,"Jul 19, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,EPL
Álvaro Carreras,811778,€60.00m,"Dec 12, 2025","Mar 23, 2003",23,1.86,Spain,[],Left-Back,,Real Madrid,,,"Jul 14, 2025","Jun 30, 2031",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",60000000.0,22/23,EPL
Illan Meslier,542586,€10.00m,"Mar 9, 2026","Mar 2, 2000",26,1.97,France,[],Goalkeeper,,Leeds,,,"Jul 27, 2020","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,22/23,EPL
Diogo Monteiro,670713,€300k,"Dec 18, 2025","Jan 28, 2005",21,1.87,Portugal,[],Centre-Back,,Arouca,,,"Aug 11, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,EPL
Rayan Aït-Nouri,578391,€40.00m,"Dec 9, 2025","Jun 6, 2001",24,1.8,Algeria,"['Algeria', 'France']",Left-Back,"               0
0  Left Midfield",Man City,,,"Jun 9, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",40000000.0,22/23,EPL
Emmanuel Dennis,448854,€2.00m,"Oct 21, 2025","Nov 15, 1997",28,1.75,Nigeria,[],Centre-Forward,,Bröndby IF,,,"Jan 22, 2026","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,EPL
Bryan Mbeumo,413039,€80.00m,"Mar 9, 2026","Aug 7, 1999",26,1.71,Cameroon,"['Cameroon', 'France']",Right Winger,"                0
0  Second Striker
1  Centre-Forward",Man Utd,,,"Jul 21, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",80000000.0,22/23,EPL
Charlie Cresswell,597659,€25.00m,"Mar 27, 2026","Aug 17, 2002",23,1.9,England,['England'],Centre-Back,,Toulouse,,,"Jul 8, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,EPL
Adam Webster,212847,€5.00m,"Mar 9, 2026","Jan 4, 1995",31,1.9,England,[],Centre-Back,,Brighton,,,"Aug 3, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,22/23,EPL
Conor Gallagher,488362,€35.00m,"Dec 12, 2025","Feb 6, 2000",26,1.82,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Tottenham,,,"Jan 14, 2026","Jun 30, 2031",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,22/23,EPL
Brandon Austin,428016,€500k,"Dec 9, 2025","Jan 8, 1999",27,1.88,England,"['England', 'United States']",Goalkeeper,,Tottenham,,,"Aug 1, 2021","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,EPL
Will Hughes,207014,€6.00m,"Dec 9, 2025","Apr 17, 1995",30,1.85,England,[],Central Midfield,,Crystal Palace,,,"Aug 28, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,22/23,EPL
Hamza Choudhury,341501,€5.00m,"Dec 3, 2025","Oct 1, 1997",28,1.78,Bangladesh,"['England', 'Bangladesh']",Defensive Midfield,"                  0
0  Central Midfield
1        Right-Back",Leicester,,,"Jan 1, 2018","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,22/23,EPL
Daniel Iversen,260841,€2.50m,"Dec 3, 2025","Jul 19, 1997",28,1.93,Denmark,[],Goalkeeper,,Preston,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,22/23,EPL
Dennis Praet,129588,€2.00m,"Dec 10, 2025","May 14, 1994",31,1.81,Belgium,[],Central Midfield,,Royal Antwerp,,,"Sep 6, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,EPL
Richarlison,378710,€28.00m,"Dec 9, 2025","May 10, 1997",28,1.84,Brazil,['Brazil'],Centre-Forward,"              0
0   Left Winger
1  Right Winger",Tottenham,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",28000000.0,22/23,EPL
João Gomes,735570,€35.00m,"Mar 9, 2026","Feb 12, 2001",25,1.76,Brazil,[],Central Midfield,,Wolves,,,"Jan 30, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,22/23,EPL
Sammy Braybrooke,840640,€300k,"Nov 26, 2025","Mar 12, 2004",22,1.78,England,['England'],Defensive Midfield,"                  0
0  Central Midfield",Chesterfield,,,"Jan 4, 2026","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,EPL
