Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history,Value Clean,Season,League
Leander Dendoncker,168157,€3.00m,"Mar 16, 2026","Apr 15, 1995",30,1.88,Belgium,[],Defensive Midfield,,Real Oviedo,,,"Aug 19, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,23/24,Serie A
Marley Aké,682032,€2.20m,"Mar 13, 2026","Jan 5, 2001",25,1.78,France,[],Left Winger,,Zulte Waregem,,,"Sep 2, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2200000.0,23/24,Serie A
Nicola Leali,136111,€1.50m,"Dec 23, 2025","Feb 17, 1993",33,1.93,Italy,[],Goalkeeper,,Genoa,,,"Jul 5, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,23/24,Serie A
Chukwubuikem Ikwuemesi,929494,€1.50m,"Dec 10, 2025","Aug 5, 2001",24,1.95,Nigeria,['Nigeria'],Centre-Forward,"                0
0     Left Winger
1  Second Striker",OH Leuven,,,"Jul 24, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,23/24,Serie A
Andrea Ceresoli,567475,€400k,"Dec 17, 2025","Mar 25, 2003",23,1.77,Italy,['Italy'],Centre-Back,"               0
0  Left Midfield
1      Left-Back",Benevento,,,"Jul 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,23/24,Serie A
Nikola Milenković,413507,€30.00m,"Dec 9, 2025","Oct 12, 1997",28,1.95,Serbia,[],Centre-Back,,Nott'm Forest,,,"Jul 18, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,23/24,Serie A
Pablo Galdames,313830,€1.00m,"Mar 18, 2026","Dec 30, 1996",29,1.76,Chile,['Chile'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Burgos CF,,,"Jan 20, 2026","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,23/24,Serie A
Isaac Success,295331,€700k,"Mar 13, 2026","Jan 7, 1996",30,1.82,Nigeria,[],Centre-Forward,,Al-Ta'awon,,,"Nov 11, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",700000.0,23/24,Serie A
Davide Frattesi,394300,€22.00m,"Mar 24, 2026","Sep 22, 1999",26,1.78,Italy,[],Central Midfield,,Inter,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",22000000.0,23/24,Serie A
Samuele Mulattieri,457422,€2.50m,"Mar 18, 2026","Oct 7, 2000",25,1.83,Italy,[],Centre-Forward,,Dep. La Coruña,,,"Aug 26, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,23/24,Serie A
Roberto Pereyra,112302,€800k,"Dec 12, 2025","Jan 7, 1991",35,1.82,Argentina,[],Central Midfield,,AEK Athens,,,"Jul 12, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,23/24,Serie A
Luis Hasa,724178,€3.00m,"Mar 17, 2026","Jan 6, 2004",22,1.72,Albania,"['Italy', 'Albania']",Central Midfield,"                    0
0  Attacking Midfield
1         Left Winger",Carrarese,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,23/24,Serie A
Tijjani Noslin,457736,€6.50m,"Dec 23, 2025","Jul 7, 1999",26,1.78,Netherlands,[],Right Winger,,Lazio,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6500000.0,23/24,Serie A
Lucien Agoumé,569384,€12.00m,"Dec 12, 2025","Feb 9, 2002",24,1.85,France,[],Defensive Midfield,,Sevilla FC,,,"Aug 6, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,23/24,Serie A
Sydney van Hooijdonk,439292,€1.30m,"Dec 2, 2025","Feb 6, 2000",26,1.9,Netherlands,[],Centre-Forward,,Estrela Amadora,,,"Jan 29, 2026","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1300000.0,23/24,Serie A
Bruno Amione,644676,€2.50m,"Mar 26, 2026","Jan 3, 2002",24,1.87,Argentina,"['Italy', 'Argentina']",Centre-Back,"            0
0   Left-Back
1  Right-Back",Santos Laguna,,,"Feb 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,23/24,Serie A
Davide Calabria,262523,€4.50m,"Dec 12, 2025","Dec 6, 1996",29,1.76,Italy,[],Right-Back,,Panathinaikos,,,"Aug 17, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4500000.0,23/24,Serie A
Roberto Piccoli,432092,€16.00m,"Mar 24, 2026","Jan 27, 2001",25,1.9,Italy,['Italy'],Centre-Forward,,Fiorentina,,,"Aug 25, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",16000000.0,23/24,Serie A
Gabriele Zappa,392569,€3.50m,"Mar 24, 2026","Dec 22, 1999",26,1.87,Italy,['Italy'],Right-Back,"                0
0  Right Midfield
1     Centre-Back",Cagliari,,,"Jul 1, 2021","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,23/24,Serie A
Mattia Perin,110923,€2.00m,"Dec 23, 2025","Nov 10, 1992",33,1.88,Italy,['Italy'],Goalkeeper,,Juventus,,,"Jul 1, 2018","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,23/24,Serie A
Boris Radunović,258482,€800k,"Dec 23, 2025","May 26, 1996",29,1.94,Serbia,[],Goalkeeper,,Spezia Calcio,,,"Jan 4, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,23/24,Serie A
Simone Scuffet,238993,€1.00m,"Dec 23, 2025","May 31, 1996",29,1.93,Italy,[],Goalkeeper,,Pisa,,,"Jul 23, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,23/24,Serie A
Vitinha,586853,€8.00m,"Dec 23, 2025","Mar 15, 2000",26,1.78,Portugal,[],Centre-Forward,,Genoa,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,23/24,Serie A
Tommaso De Nipoti,622031,€400k,"Dec 30, 2025","Jul 23, 2003",22,1.8,Italy,[],Second Striker,,Castellón,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,23/24,Serie A
Simone Verdi,130360,€500k,"Dec 23, 2025","Jul 12, 1992",33,1.74,Italy,[],Attacking Midfield,,Südtirol,,,"Jan 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,23/24,Serie A
Daichi Kamada,356141,€12.00m,"Dec 9, 2025","Aug 5, 1996",29,1.8,Japan,['Japan'],Attacking Midfield,"                  0
0    Second Striker
1  Central Midfield",Crystal Palace,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,23/24,Serie A
Andres Sfait,808224,€400k,"Dec 19, 2025","Dec 9, 2004",21,1.8,Romania,[],Left Winger,,CFR Cluj,,,"Jan 8, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,23/24,Serie A
Alessandro Vogliacco,330208,€2.50m,"Dec 12, 2025","Sep 14, 1998",27,1.86,Italy,[],Centre-Back,,PAOK,,,"Aug 31, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,23/24,Serie A
Alessio Romagnoli,197747,€7.00m,"Dec 23, 2025","Jan 12, 1995",31,1.85,Italy,[],Centre-Back,,Lazio,,,"Jul 12, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,23/24,Serie A
Giacomo Toniolo,709986,€75k,"Dec 23, 2025","Apr 1, 2004",22,1.92,Italy,[],Goalkeeper,,Hellas Verona,,,-,"Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",75000.0,23/24,Serie A
Francesco Gioielli,815546,€125k,"Nov 12, 2025","Feb 26, 2004",22,,Italy,[],Central Midfield,,Afragolese,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",125000.0,23/24,Serie A
Nikola Vlašić,293200,€9.00m,"Dec 23, 2025","Oct 4, 1997",28,1.79,Croatia,[],Attacking Midfield,,Torino,,,"Aug 8, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",9000000.0,23/24,Serie A
Ardian Ismajli,435228,€5.00m,"Mar 24, 2026","Sep 30, 1996",29,1.87,Albania,[],Centre-Back,,Torino,,,"Jul 8, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,23/24,Serie A
Natan,735568,€25.00m,"Mar 16, 2026","Feb 6, 2001",25,1.88,Brazil,['Brazil'],Centre-Back,,Real Betis,,,"Jul 1, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,23/24,Serie A
Gabriel Strefezza,457673,€7.00m,"Dec 12, 2025","Apr 18, 1997",28,1.68,Brazil,[],Right Winger,,Parma,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,23/24,Serie A
Tajon Buchanan,638793,€12.00m,"Mar 16, 2026","Feb 8, 1999",27,1.83,Canada,"['Canada', 'Jamaica']",Right Winger,"             0
0  Left Winger",Villarreal,,,"Jul 29, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,23/24,Serie A
Nikola Moro,316934,€6.50m,"Dec 23, 2025","Mar 12, 1998",28,1.84,Croatia,['Croatia'],Defensive Midfield,"                    0
0  Attacking Midfield
1    Central Midfield",Bologna,,,"Jul 2, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6500000.0,23/24,Serie A
Cristian Volpato,746891,€10.00m,"Dec 23, 2025","Nov 15, 2003",22,1.87,Italy,[],Attacking Midfield,,Sassuolo,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,23/24,Serie A
Niccolò Fortini,984964,€10.00m,"Dec 23, 2025","Feb 13, 2006",20,1.85,Italy,[],Left-Back,,Fiorentina,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,23/24,Serie A
Filippo Missori,650993,€1.70m,"Dec 11, 2025","Mar 24, 2004",22,1.82,Italy,['Italy'],Right-Back,"                  0
0  Central Midfield
1    Right Midfield",Avellino,,,"Aug 29, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1700000.0,23/24,Serie A
Koni De Winter,490384,€23.00m,"Mar 24, 2026","Jun 12, 2002",23,1.91,Belgium,"['Belgium', 'DR Congo']",Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",AC Milan,,,"Aug 13, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",23000000.0,23/24,Serie A
Elio Capradossi,238947,€300k,"Dec 19, 2025","Mar 11, 1996",30,1.85,Uganda,"['Italy', 'Uganda']",Centre-Back,,U Cluj,,,"Jul 2, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,23/24,Serie A
Larsson Coulibaly,867545,,,"Apr 17, 2003",22,1.8,Cote d'Ivoire,"['Italy', ""Cote d'Ivoire""]",Central Midfield,"                    0
0  Defensive Midfield",Without Club,Birkirkara FC,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,23/24,Serie A
Bartosz Bereszyński,144143,€450k,"Dec 11, 2025","Jul 12, 1992",33,1.83,Poland,['Poland'],Right-Back,"                0
0  Right Midfield
1     Centre-Back",Palermo,,,"Sep 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",450000.0,23/24,Serie A
Sebastian Esposito,1118086,€500k,"Jan 13, 2026","Apr 21, 2005",20,1.91,Australia,"['Italy', 'Australia']",Centre-Back,,Melb. Victory,,,"Aug 11, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,23/24,Serie A
Emmanuel Ekong,603891,€550k,"Nov 19, 2025","Jun 25, 2002",23,1.81,Sweden,[],Left Winger,,Malmö,,,"Jan 29, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",550000.0,23/24,Serie A
Andrea Cambiaso,459658,€30.00m,"Dec 23, 2025","Feb 20, 2000",26,1.82,Italy,[],Left-Back,,Juventus,,,"Jul 14, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,23/24,Serie A
Alessio Furlanetto,538079,€50k,"Dec 23, 2025","Feb 7, 2002",24,1.91,Italy,[],Goalkeeper,,Lazio,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000.0,23/24,Serie A
Marcus Thuram,318528,€50.00m,"Mar 24, 2026","Aug 6, 1997",28,1.92,France,[],Centre-Forward,,Inter,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000000.0,23/24,Serie A
Mathías Olivera,376514,€15.00m,"Mar 24, 2026","Oct 31, 1997",28,1.85,Uruguay,[],Left-Back,,Napoli,,,"Jul 1, 2022","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,23/24,Serie A
Berkan Kutlu,469787,€2.00m,"Mar 5, 2026","Jan 25, 1998",28,1.86,Türkiye,"['Switzerland', 'Türkiye']",Central Midfield,"                    0
0  Defensive Midfield
1           Left-Back",Konyaspor,,,"Jan 5, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,23/24,Serie A
Marten de Roon,133179,€3.50m,"Dec 23, 2025","Mar 29, 1991",35,1.85,Netherlands,[],Defensive Midfield,,Atalanta,,,"Aug 10, 2017","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,23/24,Serie A
Davide Biraschi,199927,€400k,"Dec 11, 2025","Jul 2, 1994",31,1.82,Italy,['Italy'],Centre-Back,"                0
0      Right-Back
1  Right Midfield",Karagümrük,,,"Jan 22, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,23/24,Serie A
Gian Marco Ferrari,277167,,,"May 15, 1992",33,1.89,Italy,['Italy'],Centre-Back,,United FC,,,"Sep 9, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,23/24,Serie A
Edoardo Piana,612059,€225k,"Dec 17, 2025","Sep 29, 2003",22,1.98,Italy,[],Goalkeeper,,Monopoli,,,"Jul 17, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",225000.0,23/24,Serie A
Francesco Gelli,337811,€500k,"Dec 11, 2025","Oct 15, 1996",29,1.73,Italy,['Italy'],Attacking Midfield,"                0
0  Right Midfield
1   Left Midfield",Frosinone,,,"Jan 31, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,23/24,Serie A
Erik Botheim,418559,€3.50m,"Nov 19, 2025","Jan 10, 2000",26,1.87,Norway,['Norway'],Centre-Forward,,Malmö,,,"Feb 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,23/24,Serie A
Festy Ebosele,586756,€3.50m,"Mar 5, 2026","Aug 2, 2002",23,1.8,Ireland,[],Right-Back,,Basaksehir,,,"Jan 31, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,23/24,Serie A
Amadou Sarr,723771,€150k,"Dec 17, 2025","Jun 28, 2004",21,1.9,Senegal,"['Italy', 'Senegal']",Centre-Forward,,Campobasso,,,"Jan 9, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",150000.0,23/24,Serie A
Yoan Bornosuzov,818906,€200k,"Dec 8, 2025","Jan 9, 2004",22,1.95,Bulgaria,[],Centre-Forward,,Botev Vratsa,,,"Jan 16, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,23/24,Serie A
Pietro Terracciano,96254,€1.00m,"Dec 23, 2025","Mar 8, 1990",36,1.93,Italy,['Italy'],Goalkeeper,,AC Milan,,,"Jul 18, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,23/24,Serie A
Adrien Rabiot,182913,€20.00m,"Dec 23, 2025","Apr 3, 1995",31,1.91,France,[],Central Midfield,,AC Milan,,,"Sep 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,23/24,Serie A
Nicolò Calabrese,815529,€1.50m,"Mar 17, 2026","Nov 16, 2004",21,,Italy,['Italy'],Centre-Back,"                    0
0  Defensive Midfield
1    Central Midfield",Carrarese,,,"Aug 11, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,23/24,Serie A
Antonio Pio Iervolino,704347,€100k,"Dec 17, 2025","May 23, 2003",22,,Italy,[],Central Midfield,,Cerignola,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,23/24,Serie A
Vitinha,586853,€8.00m,"Dec 23, 2025","Mar 15, 2000",26,1.78,Portugal,['Portugal'],Centre-Forward,"                0
0     Left Winger
1  Second Striker",Genoa,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,23/24,Serie A
Matjaz Kamensek-Pahic,722377,,,"Jul 4, 2004",21,1.89,Slovenia,[],Centre-Back,,NK Rogaska,,,"Aug 25, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,23/24,Serie A
Filippo Terracciano,631007,€4.50m,"Dec 23, 2025","Feb 8, 2003",23,1.86,Italy,['Italy'],Centre-Back,"            0
0  Right-Back
1   Left-Back",Cremonese,,,"Aug 11, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4500000.0,23/24,Serie A
Joan González,692209,,,"Feb 1, 2002",24,1.9,Spain,[],Central Midfield,,Retired,Lecce,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,23/24,Serie A
Luis Muriel,119228,€900k,"Mar 17, 2026","Apr 16, 1991",34,1.8,Colombia,[],Centre-Forward,,Junior FC,,,"Jan 14, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",900000.0,23/24,Serie A
Mattia De Sciglio,88682,€400k,"Apr 9, 2026","Oct 20, 1992",33,1.83,Italy,['Italy'],Right-Back,"             0
0    Left-Back
1  Centre-Back",Without Club,Juventus,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,23/24,Serie A
Juan Manuel Cruz,748316,€175k,"Dec 17, 2025","Jul 19, 1999",26,1.85,Argentina,[],Centre-Forward,,Trento,,,"Aug 5, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",175000.0,23/24,Serie A
Bruno Amione,644676,€2.50m,"Mar 26, 2026","Jan 3, 2002",24,1.87,Argentina,[],Centre-Back,,Santos Laguna,,,"Feb 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,23/24,Serie A
Daniel Theiner,886189,€100k,"Dec 11, 2025","Feb 25, 2004",22,,Italy,['Italy'],Goalkeeper,,Südtirol,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,23/24,Serie A
Michael Kayode,823486,€35.00m,"Mar 9, 2026","Jul 10, 2004",21,1.79,Italy,[],Right-Back,,Brentford,,,"Jul 1, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,23/24,Serie A
David Pejičić,1009633,€1.00m,"Dec 10, 2025","Jun 14, 2007",18,1.77,Slovenia,['Slovenia'],Attacking Midfield,"                  0
0       Left Winger
1  Central Midfield",NK Maribor,,,"Sep 7, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,23/24,Serie A
Santiago Castro,849520,€35.00m,"Dec 23, 2025","Sep 18, 2004",21,1.79,Argentina,"['Italy', 'Argentina']",Centre-Forward,"              0
0   Left Winger
1  Right Winger",Bologna,,,"Jan 30, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,23/24,Serie A
Kevin Miranda,734898,€250k,"Dec 17, 2025","Mar 10, 2003",23,1.88,Italy,[],Centre-Back,,Trento,,,"Aug 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,23/24,Serie A
Rémi Oudin,399543,€1.20m,"Dec 11, 2025","Nov 18, 1996",29,1.86,France,[],Attacking Midfield,,Catanzaro,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1200000.0,23/24,Serie A
Gian Marco Crespi,504825,€175k,"Dec 29, 2025","Jun 28, 2001",24,1.89,Italy,['Italy'],Goalkeeper,,Kallithea,,,"Aug 25, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",175000.0,23/24,Serie A
Rémi Oudin,399543,€1.20m,"Dec 11, 2025","Nov 18, 1996",29,1.86,France,['France'],Attacking Midfield,"                  0
0  Central Midfield
1      Right Winger",Catanzaro,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1200000.0,23/24,Serie A
Suat Serdar,261905,€3.50m,"Mar 24, 2026","Apr 11, 1997",29,1.84,Germany,"['Türkiye', 'Germany']",Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Hellas Verona,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,23/24,Serie A
Matteo Brezzo,914880,€50k,"Nov 12, 2025","Jun 13, 2005",20,,Italy,['Italy'],Goalkeeper,,Chisola,,,"Aug 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000.0,23/24,Serie A
Antoine Makoumbou,460651,€4.00m,"Dec 17, 2025","Jul 18, 1998",27,1.87,Congo,[],Defensive Midfield,,Samsunspor,,,"Jul 2, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,23/24,Serie A
Simone Aresti,41912,,,"Mar 15, 1986",40,1.87,Italy,['Italy'],Goalkeeper,,Retired,Cagliari,"Jul 1, 2024",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,23/24,Serie A
Jordi Mboula,331498,€500k,"Dec 30, 2025","Mar 16, 1999",27,1.83,Spain,"['Spain', 'Congo']",Right Winger,"                0
0     Left Winger
1  Second Striker",HN FC,,,"Jan 23, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,23/24,Serie A
Jayden Braaf,470391,€400k,"Apr 9, 2026","Aug 31, 2002",23,1.81,Netherlands,"['Suriname', 'Netherlands']",Left Winger,"                0
0    Right Winger
1  Centre-Forward",Without Club,Hellas Verona,"Sep 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,23/24,Serie A
Andrea Petagna,199258,€500k,"Dec 11, 2025","Jun 30, 1995",30,1.9,Italy,['Italy'],Centre-Forward,,Monza,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,23/24,Serie A
Yacine Adli,395236,€9.00m,"Dec 18, 2025","Jul 29, 2000",25,1.86,France,"['Algeria', 'France']",Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Al-Shabab,,,"Sep 10, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",9000000.0,23/24,Serie A
Gianluca Gaetano,358008,€5.00m,"Mar 24, 2026","May 5, 2000",25,1.83,Italy,[],Attacking Midfield,,Cagliari,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,23/24,Serie A
Hirving Lozano,316889,€5.00m,"Apr 7, 2026","Jul 30, 1995",30,1.75,Mexico,[],Left Winger,,San Diego,,,"Jan 31, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,23/24,Serie A
Pietro Boer,581604,€300k,"Dec 11, 2025","May 12, 2002",23,1.93,Italy,[],Goalkeeper,,Juve Stabia,,,"Aug 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,23/24,Serie A
