Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history,Value Clean,Season,League
Paulo Azzi,310527,€750k,"Dec 11, 2025","Jul 15, 1994",31,1.88,Brazil,"['Italy', 'Brazil']",Left Midfield,"                0
0       Left-Back
1  Right Midfield",Monza,,,"Aug 11, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",750000.0,24/25,Serie A
Anthony Partipilo,182517,€400k,"Dec 11, 2025","Oct 27, 1994",31,1.81,Italy,[],Right Winger,,Bari,,,"Aug 8, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,24/25,Serie A
Piotr Zieliński,181136,€10.00m,"Dec 23, 2025","May 20, 1994",31,1.8,Poland,"['Italy', 'Poland']",Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Inter,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,24/25,Serie A
Pierre Bolchini,431417,,,"Feb 27, 1999",27,2.0,Italy,['Italy'],Goalkeeper,,San Marino,,,"Feb 16, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,24/25,Serie A
Matteo Cancellieri,550106,€5.50m,"Dec 23, 2025","Feb 12, 2002",24,1.85,Italy,[],Right Winger,,Lazio,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5500000.0,24/25,Serie A
Davide Bifulco,1049864,€50k,"Nov 12, 2025","Jan 4, 2006",20,,Italy,[],Goalkeeper,,Pavia,,,"Jul 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000.0,24/25,Serie A
Davide Zappacosta,173859,€3.50m,"Dec 23, 2025","Jun 11, 1992",33,1.82,Italy,[],Right Midfield,,Atalanta,,,"Aug 24, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,24/25,Serie A
Simon Sohm,507486,€8.00m,"Dec 23, 2025","Apr 11, 2001",25,1.88,Switzerland,[],Central Midfield,,Bologna,,,"Jan 22, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,24/25,Serie A
Emmanuel Gyasi,241076,€1.00m,"Dec 11, 2025","Jan 11, 1994",32,1.81,Ghana,[],Right Midfield,,Palermo,,,"Jul 16, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,24/25,Serie A
Kevin Bonifazi,247377,€300k,"Dec 23, 2025","May 19, 1996",29,1.87,Italy,[],Centre-Back,,Bologna,,,"Jul 2, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,24/25,Serie A
Francesco Mezzoni,395190,€500k,"Mar 17, 2026","May 27, 2000",25,1.81,Italy,['Italy'],Right Midfield,"             0
0   Right-Back
1  Centre-Back",Virtus Entella,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,24/25,Serie A
Lorenzo Montipò,241923,€1.30m,"Mar 24, 2026","Feb 20, 1996",30,1.91,Italy,[],Goalkeeper,,Hellas Verona,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1300000.0,24/25,Serie A
Davide Renzetti,918957,€100k,"Dec 17, 2025","Jun 9, 2006",19,1.94,Italy,['Italy'],Goalkeeper,,Bra,,,"Aug 8, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,24/25,Serie A
Daniele Padelli,27807,€150k,"Dec 23, 2025","Oct 25, 1985",40,1.91,Italy,['Italy'],Goalkeeper,,Udinese,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",150000.0,24/25,Serie A
Nicolò Savona,708072,€18.00m,"Mar 9, 2026","Mar 19, 2003",23,1.92,Italy,['Italy'],Right-Back,"                0
0     Centre-Back
1  Right Midfield",Nott'm Forest,,,"Aug 30, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,24/25,Serie A
Mikael Egill Ellertsson,566615,€6.00m,"Mar 24, 2026","Mar 11, 2002",24,1.82,Iceland,[],Central Midfield,,Genoa,,,"Jan 30, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,24/25,Serie A
Thijs Dallinga,538964,€12.00m,"Dec 23, 2025","Aug 3, 2000",25,1.9,Netherlands,[],Centre-Forward,,Bologna,,,"Jul 23, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,24/25,Serie A
Martin Erlić,357003,€4.00m,"Dec 15, 2025","Jan 24, 1998",28,1.93,Croatia,[],Centre-Back,,Midtjylland,,,"Aug 4, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,24/25,Serie A
Charalampos Lykogiannis,136514,€1.50m,"Dec 23, 2025","Oct 22, 1993",32,1.91,Greece,['Greece'],Left-Back,"               0
0  Left Midfield
1    Centre-Back",Bologna,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,24/25,Serie A
Edoardo Zaia,985849,€100k,"Jun 27, 2025","Sep 12, 2006",19,1.84,Italy,[],Right Midfield,,Torino U20,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,24/25,Serie A
Ben Lhassine Kone,522681,€500k,"Dec 11, 2025","Mar 14, 2000",26,1.72,Cote d'Ivoire,[],Central Midfield,,Frosinone,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,24/25,Serie A
Andy Pelmard,494236,€2.00m,"Dec 8, 2025","Mar 12, 2000",26,1.83,Madagascar,"['Madagascar', 'France']",Centre-Back,"            0
0  Right-Back
1   Left-Back",Jagiellonia,,,"Sep 8, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,24/25,Serie A
Kacper Urbański,699442,€2.50m,"Mar 26, 2026","Sep 7, 2004",21,1.83,Poland,[],Attacking Midfield,,Legia Warszawa,,,"Sep 2, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,24/25,Serie A
Augusto Owusu,925845,€700k,"Dec 17, 2025","Jan 28, 2005",21,1.89,Italy,[],Central Midfield,,Juve Next Gen,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",700000.0,24/25,Serie A
Douglas Luiz,447661,€20.00m,"Mar 9, 2026","May 9, 1998",27,1.77,Brazil,['Brazil'],Central Midfield,"                    0
0  Defensive Midfield",Aston Villa,,,"Jan 28, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,24/25,Serie A
Nicola Sansone,82048,,,"Sep 10, 1991",34,1.74,Italy,"['Italy', 'Germany']",Left Winger,"                0
0  Second Striker
1  Centre-Forward",Retired,Lecce,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,24/25,Serie A
Leandro Chichizola,95736,€250k,"Dec 11, 2025","Mar 27, 1990",36,1.85,Argentina,"['Italy', 'Argentina']",Goalkeeper,,Modena,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,24/25,Serie A
Davide Zappacosta,173859,€3.50m,"Dec 23, 2025","Jun 11, 1992",33,1.82,Italy,['Italy'],Right Midfield,"               0
0     Right-Back
1  Left Midfield",Atalanta,,,"Aug 24, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,24/25,Serie A
Warren Bondo,659516,€7.50m,"Mar 24, 2026","Sep 15, 2003",22,1.77,France,"['DR Congo', 'France']",Central Midfield,"                    0
0  Defensive Midfield",Cremonese,,,"Aug 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7500000.0,24/25,Serie A
Tete Morente,339816,€1.80m,"Dec 23, 2025","Dec 4, 1996",29,1.84,Spain,[],Left Winger,,Elche CF,,,"Feb 2, 2026","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1800000.0,24/25,Serie A
Alessandro Buongiorno,386446,€35.00m,"Mar 24, 2026","Jun 6, 1999",26,1.9,Italy,[],Centre-Back,,Napoli,,,"Jul 13, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,24/25,Serie A
Gastón Pereiro,264116,€250k,"Dec 11, 2025","Jun 11, 1995",30,1.88,Uruguay,[],Attacking Midfield,,Juventud,,,"Mar 16, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,24/25,Serie A
Strahinja Pavlović,574671,€35.00m,"Mar 24, 2026","May 24, 2001",24,1.94,Serbia,[],Centre-Back,,AC Milan,,,"Jul 31, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,24/25,Serie A
Lazar Samardžić,528833,€17.00m,"Mar 24, 2026","Feb 24, 2002",24,1.84,Serbia,"['Germany', 'Serbia']",Attacking Midfield,"                  0
0  Central Midfield",Atalanta,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",17000000.0,24/25,Serie A
Egil Selvik,380744,€1.30m,"Dec 3, 2025","Jul 30, 1997",28,1.93,Norway,['Norway'],Goalkeeper,,Watford,,,"Jan 31, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1300000.0,24/25,Serie A
Francesco Camarda,1058368,€15.00m,"Dec 23, 2025","Mar 10, 2008",18,1.89,Italy,['Italy'],Centre-Forward,,Lecce,,,"Jul 7, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,24/25,Serie A
Pietro Pellegri,364133,€1.00m,"Mar 17, 2026","Mar 17, 2001",25,1.89,Italy,[],Centre-Forward,,FC Empoli,,,"Aug 30, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,24/25,Serie A
Faride Alidou,456492,€800k,"Mar 13, 2026","Jul 18, 2001",24,1.86,Germany,"['Togo', 'Germany']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",E. Braunschweig,,,"Jan 12, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,24/25,Serie A
Fali Candé,520530,€3.00m,"Dec 23, 2025","Jan 24, 1998",28,1.84,Guinea-Bissau,"['Portugal', 'Guinea-Bissau']",Centre-Back,"               0
0      Left-Back
1  Left Midfield",Sassuolo,,,"Aug 10, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,24/25,Serie A
Nicola Pintus,885230,€400k,"Dec 23, 2025","May 25, 2005",20,1.89,Italy,['Italy'],Centre-Back,,Cosenza,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,24/25,Serie A
Pasquale Mazzocchi,250153,€1.70m,"Dec 23, 2025","Jul 27, 1995",30,1.83,Italy,['Italy'],Right-Back,"                0
0  Right Midfield
1   Left Midfield",Napoli,,,"Jan 5, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1700000.0,24/25,Serie A
Lorenzo Anghelè,925848,€700k,"Dec 17, 2025","Feb 26, 2005",21,1.85,Italy,['Italy'],Second Striker,,Juve Next Gen,,,"Oct 29, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",700000.0,24/25,Serie A
Yordan Osorio,358165,€750k,"Dec 5, 2025","May 10, 1994",31,1.89,Venezuela,['Venezuela'],Centre-Back,,Deportes Tolima,,,"Mar 31, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",750000.0,24/25,Serie A
Francesco Andrealli,1063242,,,"Aug 5, 2007",18,1.79,Peru,"['Italy', 'Peru']",Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Como U19,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,24/25,Serie A
Senan Mullen,983810,€200k,"Dec 11, 2025","Feb 28, 2005",21,1.91,Ireland,['Ireland'],Centre-Back,"                    0
0  Defensive Midfield
1    Central Midfield",Bohemians,,,"Jan 27, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,24/25,Serie A
Koni De Winter,490384,€23.00m,"Mar 24, 2026","Jun 12, 2002",23,1.91,Belgium,[],Centre-Back,,AC Milan,,,"Aug 13, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",23000000.0,24/25,Serie A
Lautaro Giannetti,225963,€1.50m,"Dec 17, 2025","Nov 13, 1993",32,1.85,Argentina,[],Centre-Back,,Antalyaspor,,,"Aug 13, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,24/25,Serie A
Giorgio Altare,354909,€800k,"Dec 11, 2025","Aug 9, 1998",27,1.9,Italy,[],Centre-Back,,Pescara,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,24/25,Serie A
Eljif Elmas,400489,€14.00m,"Dec 23, 2025","Sep 24, 1999",26,1.84,North Macedonia,[],Attacking Midfield,,Napoli,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",14000000.0,24/25,Serie A
Giovanni Di Lorenzo,169880,€10.00m,"Dec 23, 2025","Aug 4, 1993",32,1.83,Italy,['Italy'],Right-Back,"                0
0  Right Midfield
1     Centre-Back",Napoli,,,"Jul 1, 2019","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,24/25,Serie A
Richard Marcone,86083,€200k,"Dec 17, 2025","Jan 21, 1993",33,1.84,Italy,"['Italy', 'Romania']",Goalkeeper,,Picerno,,,"Oct 27, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,24/25,Serie A
Buba Sangaré,962125,€1.00m,"Dec 23, 2025","Aug 6, 2007",18,1.83,Spain,[],Right-Back,,Elche CF,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,24/25,Serie A
Alessio Iovine,330472,,,"Feb 1, 1991",35,1.74,Italy,['Italy'],Right Midfield,"               0
0  Left Midfield
1     Right-Back",Retired,Como,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,24/25,Serie A
Lassana Coulibaly,386552,€2.50m,"Dec 23, 2025","Apr 10, 1996",30,1.83,Mali,[],Central Midfield,,Lecce,,,"Aug 14, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,24/25,Serie A
Ange-Yoan Bonny,827734,€35.00m,"Dec 23, 2025","Oct 25, 2003",22,1.89,Cote d'Ivoire,[],Centre-Forward,,Inter,,,"Jul 5, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,24/25,Serie A
Gianluca Lapadula,130394,€600k,"Dec 11, 2025","Feb 7, 1990",36,1.78,Peru,[],Centre-Forward,,Spezia Calcio,,,"Jan 31, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",600000.0,24/25,Serie A
João Costa,936536,€2.50m,"Dec 18, 2025","Mar 28, 2005",21,1.78,Portugal,[],Right Winger,,Al-Ettifaq,,,"Sep 2, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,24/25,Serie A
Alberto Cerri,197751,€600k,"Dec 23, 2025","Apr 16, 1996",29,1.94,Italy,[],Centre-Forward,,Cesena,,,"Feb 2, 2026","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",600000.0,24/25,Serie A
