Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history,Value Clean,Season,League
Anas Nanah,667999,€225k,"Nov 28, 2025","Mar 12, 2003",23,1.77,Morocco,[],Left-Back,,Union Touarga,,,"Aug 14, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",225000.0,22/23,Ligue 1
François Mughe,1027216,€200k,"Dec 15, 2025","Jun 16, 2004",21,1.73,Cameroon,[],Right Winger,,AEL Limassol,,,"Jan 27, 2026","May 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,22/23,Ligue 1
Teddy Bartouche-Selbonne,629587,€300k,"Dec 11, 2025","Jun 5, 1997",28,1.78,Guadeloupe,"['Guadeloupe', 'France']",Goalkeeper,,Guingamp,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,Ligue 1
Abdoulaye Ousmane,689091,,,"Feb 22, 2000",26,1.83,Mauritania,"['Mauritania', 'France']",Centre-Back,"                    0
0  Defensive Midfield",R. Strasbourg B,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Kévin Keben,855014,€1.60m,"Dec 3, 2025","Jan 26, 2004",22,1.87,Cameroon,"['Cameroon', 'France']",Centre-Back,"            0
0  Right-Back",Watford,,,"Aug 29, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1600000.0,22/23,Ligue 1
Edhy Zuliani,944427,€250k,"Dec 11, 2025","Aug 11, 2004",21,1.75,Algeria,"['Italy', 'Algeria', 'France']",Attacking Midfield,"             0
0  Left Winger",Pau FC,,,"Jul 2, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,22/23,Ligue 1
Timothée Pembélé,538998,€2.00m,"Dec 9, 2025","Sep 9, 2002",23,1.83,France,[],Right-Back,,Le Havre AC,,,"Jan 6, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Youssouf Fofana,569598,€25.00m,"Mar 24, 2026","Jan 10, 1999",27,1.85,France,[],Defensive Midfield,,AC Milan,,,"Aug 17, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,Ligue 1
Mattia Viti,493702,€4.00m,"Dec 23, 2025","Jan 24, 2002",24,1.9,Italy,['Italy'],Centre-Back,,Sampdoria,,,"Jan 16, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,22/23,Ligue 1
Kiki Kouyaté,211637,€2.20m,"Mar 13, 2026","Apr 15, 1997",28,1.92,Mali,[],Centre-Back,,Royal Antwerp,,,"Aug 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2200000.0,22/23,Ligue 1
Abdou Diallo,229005,€4.50m,"Dec 30, 2025","May 4, 1996",29,1.86,Senegal,[],Centre-Back,,Umm Salal SC,,,"Jan 16, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4500000.0,22/23,Ligue 1
Alexandre Coeff,89450,€200k,"Dec 8, 2025","Feb 20, 1992",34,1.85,France,[],Centre-Back,,Valenciennes FC,,,"Jan 26, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,22/23,Ligue 1
Adam Jakubech,258267,€100k,"Dec 19, 2025","Jan 2, 1997",29,1.88,Slovakia,[],Goalkeeper,,Michalovce,,,"Feb 6, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,22/23,Ligue 1
Yann Lienard,745341,€100k,"Dec 15, 2025","Mar 16, 2003",23,1.94,France,['France'],Goalkeeper,,Monaco,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,22/23,Ligue 1
Théo De Percin,695422,€300k,"Dec 15, 2025","Feb 2, 2001",25,1.85,France,"['Martinique', 'France']",Goalkeeper,,AJ Auxerre,,,"Mar 17, 2021","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,Ligue 1
Keylor Navas,79422,€800k,"Dec 29, 2025","Dec 15, 1986",39,1.85,Costa Rica,"['Spain', 'Costa Rica']",Goalkeeper,,UNAM Pumas,,,"Jul 21, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,22/23,Ligue 1
Aurélien Pelon,918268,,,"May 6, 2004",21,1.86,France,['France'],Centre-Back,,Saint-Pryvé FC,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Azor Matusiwa,315145,€11.00m,"Dec 3, 2025","Apr 28, 1998",27,1.73,Netherlands,"['Angola', 'Netherlands']",Defensive Midfield,"                  0
0  Central Midfield
1        Right-Back",Ipswich,,,"Jul 13, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",11000000.0,22/23,Ligue 1
Lebo Mothiba,427161,€900k,"Dec 12, 2025","Jan 28, 1996",30,1.82,South Africa,['South Africa'],Centre-Forward,,Sundowns,,,"Mar 2, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",900000.0,22/23,Ligue 1
Natanaël Bouekou,913303,€200k,"Mar 23, 2026","May 10, 2002",23,1.76,France,"['Congo', 'France']",Defensive Midfield,,QRM,,,"Sep 4, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,22/23,Ligue 1
Junior Flemmings,354664,€700k,"Nov 28, 2025","Jan 16, 1996",30,1.8,Jamaica,['Jamaica'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Ajman Club,,,"Jul 28, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",700000.0,22/23,Ligue 1
Bartuğ Elmaz,655895,€1.50m,"Dec 17, 2025","Feb 19, 2003",23,1.79,Türkiye,[],Defensive Midfield,,Karagümrük,,,"Jan 23, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,22/23,Ligue 1
Corentin Michel,540642,,,"Mar 20, 2000",26,1.87,Belgium,[],Goalkeeper,,US Chantilly,,,"Aug 19, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Laurent Abergel,238626,€2.00m,"Dec 15, 2025","Feb 1, 1993",33,1.7,France,['France'],Defensive Midfield,"                  0
0  Central Midfield",FC Lorient,,,"Jul 26, 2019","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Henrique Silva,204072,€500k,"Dec 23, 2025","Apr 25, 1994",31,1.73,Brazil,[],Left-Back,,Turan Tovuz,,,"Aug 18, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,Ligue 1
Ousmane Camara,804711,€8.00m,"Mar 27, 2026","Mar 6, 2003",23,1.97,Mali,[],Centre-Back,,Angers SCO,,,"Aug 16, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,22/23,Ligue 1
Paolo Lebas,657919,,,"Apr 20, 2003",22,1.83,France,"['Portugal', 'France']",Defensive Midfield,"                  0
0  Central Midfield",GC Lucciana,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Eric N'Jo,991649,€300k,"Dec 18, 2025","Jun 1, 2004",21,1.95,France,"['Cameroon', 'France']",Centre-Back,"            0
0  Right-Back",RFC Lüttich,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,Ligue 1
Fábio,61891,,,"Jul 9, 1990",35,1.72,Brazil,[],Right-Back,,Retired,Grêmio,"Jan 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Ibrahima Koné,490223,€500k,"Mar 18, 2026","Jun 16, 1999",26,1.9,Mali,['Mali'],Centre-Forward,,UD Almería,,,"Aug 16, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,Ligue 1
Caio Henrique,420064,€15.00m,"Dec 15, 2025","Jul 31, 1997",28,1.78,Brazil,[],Left-Back,,Monaco,,,"Aug 27, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,22/23,Ligue 1
Gaëtan Charbonnier,93678,,,"Dec 27, 1988",37,1.88,France,['France'],Centre-Forward,"                    0
0  Attacking Midfield",Pouzauges,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Anthony Lopes,60561,€1.00m,"Dec 15, 2025","Oct 1, 1990",35,1.84,Portugal,[],Goalkeeper,,FC Nantes,,,"Jan 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,22/23,Ligue 1
Romain Del Castillo,353399,€7.00m,"Dec 15, 2025","Mar 29, 1996",30,1.72,France,"['Spain', 'France']",Right Winger,"             0
0  Left Winger",Stade Brestois,,,"Aug 31, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,22/23,Ligue 1
Saîf-Eddine Khaoui,270411,€700k,"Dec 11, 2025","Apr 27, 1995",30,1.8,Tunisia,"['Tunisia', 'France']",Attacking Midfield,"                0
0  Right Midfield",Red Star FC,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",700000.0,22/23,Ligue 1
Seko Fofana,182893,€8.00m,"Dec 15, 2025","May 7, 1995",30,1.85,Cote d'Ivoire,[],Central Midfield,,Porto,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,22/23,Ligue 1
Myziane Maolida,371142,€800k,"Dec 18, 2025","Feb 14, 1999",27,1.81,Comoros,[],Left Winger,,Al-Kholood,,,"Aug 22, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",800000.0,22/23,Ligue 1
Danel Dongmo,929612,€300k,"Dec 19, 2025","Jan 31, 2001",25,1.82,Cameroon,[],Central Midfield,,Petrolul,,,"Aug 27, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,Ligue 1
Thijs Dallinga,538964,€12.00m,"Dec 23, 2025","Aug 3, 2000",25,1.9,Netherlands,[],Centre-Forward,,Bologna,,,"Jul 23, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,22/23,Ligue 1
Jodel Dossou,221151,€125k,"Jun 19, 2025","Mar 17, 1992",34,1.71,Benin,['Benin'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Pays du Valois,,,"Sep 26, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",125000.0,22/23,Ligue 1
Dennis Appiah,111038,€600k,"Mar 23, 2026","Jun 9, 1992",33,1.79,France,[],Right-Back,,Saint-Étienne,,,"Jan 3, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",600000.0,22/23,Ligue 1
Lucas Chevalier,463600,€30.00m,"Mar 27, 2026","Nov 6, 2001",24,1.89,France,[],Goalkeeper,,PSG,,,"Aug 9, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,22/23,Ligue 1
Franck Honorat,229006,€10.00m,"Mar 20, 2026","Aug 11, 1996",29,1.8,France,['France'],Right Winger,"                0
0  Right Midfield
1     Left Winger",Mönchengladbach,,,"Jul 11, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,22/23,Ligue 1
Maxime Estève,842341,€25.00m,"Dec 9, 2025","May 26, 2002",23,1.93,France,['France'],Centre-Back,,Burnley,,,"Jul 1, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,22/23,Ligue 1
Noah Holm,494177,€1.00m,"Dec 15, 2025","May 23, 2001",24,1.86,Norway,"['Norway', 'Denmark']",Centre-Forward,"              0
0   Left Winger
1  Right Winger",SK Brann,,,"Sep 2, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,22/23,Ligue 1
Elias Damergy,693312,,,"Oct 17, 2002",23,1.86,Tunisia,"['Tunisia', 'France']",Goalkeeper,,E. Ettelbrück,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Kasper Schmeichel,16911,€300k,"Dec 10, 2025","Nov 5, 1986",39,1.89,Denmark,[],Goalkeeper,,Celtic,,,"Jul 18, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,22/23,Ligue 1
Lukasz Poreba,532169,€2.00m,"Dec 16, 2025","Mar 13, 2000",26,1.79,Poland,[],Defensive Midfield,,SV Elversberg,,,"Jul 30, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Juan Bernat,126719,€500k,"Mar 18, 2026","Mar 1, 1993",33,1.7,Spain,['Spain'],Left-Back,,SD Eibar,,,"Feb 12, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,Ligue 1
Mounaïm El Idrissy,627163,€500k,"Dec 11, 2025","Feb 10, 1999",27,1.81,France,[],Centre-Forward,,Troyes,,,"Feb 3, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,Ligue 1
Julien Ponceau,569390,€2.00m,"Mar 18, 2026","Nov 28, 2000",25,1.7,France,[],Attacking Midfield,,Real Valladolid,,,"Jul 19, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Calvin Stengs,409344,€6.00m,"Dec 23, 2025","Dec 18, 1998",27,1.87,Netherlands,"['Suriname', 'Netherlands']",Attacking Midfield,"                  0
0  Central Midfield
1      Right Winger",Pisa,,,"Aug 28, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,22/23,Ligue 1
Sofyan Chader,748358,€100k,"Apr 9, 2026","May 12, 2000",25,1.78,France,"['Algeria', 'France']",Left Winger,"                  0
0      Right Winger
1  Central Midfield",Without Club,FC Luzern,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,22/23,Ligue 1
Ibrahima Niane,490417,,,"Mar 11, 1999",27,1.87,Senegal,[],Centre-Forward,,Ban,Angers SCO,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Angel Gomes,392770,€12.00m,"Mar 9, 2026","Aug 31, 2000",25,1.68,England,"['Portugal', 'England']",Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",Wolves,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,22/23,Ligue 1
Santiago Eneme,615618,€2.00m,"Dec 22, 2025","Sep 29, 2000",25,1.83,Equatorial Guinea,[],Attacking Midfield,,Sparta Prague,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Rémy Cabella,113707,€1.50m,"Dec 12, 2025","Mar 8, 1990",36,1.72,France,[],Attacking Midfield,,FC Nantes,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,22/23,Ligue 1
Adam Buksa,267160,€4.00m,"Dec 23, 2025","Jul 12, 1996",29,1.91,Poland,[],Centre-Forward,,Udinese,,,"Aug 26, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,22/23,Ligue 1
Maxime Busi,570817,€1.00m,"Mar 23, 2026","Oct 14, 1999",26,1.82,Belgium,[],Right-Back,,Stade Reims,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,22/23,Ligue 1
Arnaud Souquet,111058,€250k,"Apr 9, 2026","Feb 12, 1992",34,1.79,France,['France'],Right-Back,"                0
0  Right Midfield
1     Centre-Back",Without Club,MLS Pool,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,22/23,Ligue 1
Gaëtan Courtet,171408,€150k,"Dec 8, 2025","Feb 22, 1989",37,1.8,France,['France'],Centre-Forward,"              0
0   Left Winger
1  Right Winger",Valenciennes FC,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",150000.0,22/23,Ligue 1
Steve Mvoué,666953,€500k,"Dec 15, 2025","Feb 2, 2002",24,1.85,Cameroon,[],Central Midfield,,IK Start,,,"Feb 5, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,Ligue 1
Théo Pellenard,238716,€500k,"Dec 11, 2025","Mar 4, 1994",32,1.84,France,[],Centre-Back,,MZ Hakka,,,"Jan 22, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,22/23,Ligue 1
Jean-Clair Todibo,605184,€23.00m,"Dec 9, 2025","Dec 30, 1999",26,1.9,France,"['French Guiana', 'France']",Centre-Back,,West Ham,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",23000000.0,22/23,Ligue 1
Amin Sarr,748382,€3.00m,"Dec 23, 2025","Mar 11, 2001",25,1.88,Sweden,[],Centre-Forward,,Hellas Verona,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,22/23,Ligue 1
Nordi Mukiele,348026,€18.00m,"Mar 9, 2026","Nov 1, 1997",28,1.87,France,"['DR Congo', 'France']",Right-Back,"                0
0     Centre-Back
1  Right Midfield",Sunderland,,,"Aug 17, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,22/23,Ligue 1
Jean Onana,656441,€1.30m,"Dec 23, 2025","Jan 8, 2000",26,1.89,Cameroon,[],Defensive Midfield,,Genoa,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1300000.0,22/23,Ligue 1
Neymar,68290,€10.00m,"Dec 10, 2025","Feb 5, 1992",34,1.75,Brazil,[],Attacking Midfield,,Santos,,,"Jan 31, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,22/23,Ligue 1
Julien Ponceau,569390,€2.00m,"Mar 18, 2026","Nov 28, 2000",25,1.7,France,"['Angola', 'France']",Attacking Midfield,"                  0
0  Central Midfield",Real Valladolid,,,"Jul 19, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Moussa Diarra,694509,€1.50m,"Dec 12, 2025","Nov 10, 2000",25,1.85,Mali,"['Mali', 'France']",Centre-Back,"           0
0  Left-Back",RSC Anderlecht,,,"Jan 27, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,22/23,Ligue 1
Florent Ogier,91473,€200k,"Dec 17, 2025","Mar 21, 1989",37,1.83,France,['France'],Centre-Back,"            0
0  Right-Back",Clermont B,,,"Nov 8, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,22/23,Ligue 1
Iké Ugbo,339943,€2.00m,"Dec 3, 2025","Sep 21, 1998",27,1.84,Canada,[],Centre-Forward,,Sheff Wed,,,"Aug 8, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,22/23,Ligue 1
Valentin Rongier,332889,€9.00m,"Dec 15, 2025","Dec 7, 1994",31,1.73,France,[],Central Midfield,,Stade Rennais,,,"Jul 21, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",9000000.0,22/23,Ligue 1
Abdu Conté,337798,€700k,"Dec 18, 2025","Mar 24, 1998",28,1.83,Portugal,"['Portugal', 'Guinea-Bissau']",Left-Back,"               0
0    Centre-Back
1  Left Midfield",Casa Pia,,,"Aug 29, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",700000.0,22/23,Ligue 1
Abdoulaye Ousmane,689091,,,"Feb 22, 2000",26,1.83,Mauritania,[],Centre-Back,,R. Strasbourg B,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",0.0,22/23,Ligue 1
Dango Ouattara,823231,€35.00m,"Dec 9, 2025","Feb 11, 2002",24,1.77,Burkina Faso,['Burkina Faso'],Right Winger,"               0
0    Left Winger
1  Left Midfield",Brentford,,,"Aug 16, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,22/23,Ligue 1
